"idBank";"Dernière mise à jour";"IPAGRI";"﻿Base de l'indice";"Indicateur";"Correction";"Série arrêtée";"Puissance";"Nomenclature de l'indice des prix agricoles";"Zone géographique";"Unité";"Périodicité";"Nature"
"010776920";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Autres engrais P K";"France";"sans objet";"Annuelle";"Indice"
"010776921";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais binaires N K";"France";"sans objet";"Annuelle";"Indice"
"010776922";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais ternaires";"France";"sans objet";"Annuelle";"Indice"
"010776923";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais ternaires classe 01 (N + P +K<40 ; P/N<=1 ; K/P<=1)";"France";"sans objet";"Annuelle";"Indice"
"010776924";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais ternaires classe 02 ( N + P + K<40 ; P/N<=1 ; K/P>1)";"France";"sans objet";"Annuelle";"Indice"
"010776925";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais ternaires classe 03 ( N + P + K<40 ; P/N>1 ; K/P<=1)";"France";"sans objet";"Annuelle";"Indice"
"010776926";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais ternaires classe 04 ( N + P + K<40 ; P/N>1 ; K/P>1)";"France";"sans objet";"Annuelle";"Indice"
"010776927";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais ternaires classe 05 (40<= N + P + K<=45 ; P/N<=1 ; K/P<=1)";"France";"sans objet";"Annuelle";"Indice"
"010776928";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais ternaires classe 06 (40<= N + P + K<=45 ; P/N<=1 ; K/P>1)";"France";"sans objet";"Annuelle";"Indice"
"010776929";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais ternaires classe 07 (40<= N + P + K<=45 ; P/N>1 ; K/P<=1)";"France";"sans objet";"Annuelle";"Indice"
"010776930";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais ternaires classe 08 (40<= N + P + K<=45 ; P/N>1 ; K/P>1)";"France";"sans objet";"Annuelle";"Indice"
"010776931";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais ternaires classe 09 ( N + P + K>45 ; P/N<=1 ; K/P<=1)";"France";"sans objet";"Annuelle";"Indice"
"010776932";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais ternaires classe 10 ( N + P + K>45 ; P/N<=1 ; K/P>1)";"France";"sans objet";"Annuelle";"Indice"
"010776933";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais ternaires classe 11 ( N + P + K>45 ; P/N>1 ; K/P<=1)";"France";"sans objet";"Annuelle";"Indice"
"010776934";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais ternaires classe 12 ( N + P + K>45 ; P/N>1 ; K/P>1)";"France";"sans objet";"Annuelle";"Indice"
"010776935";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Autres engrais, amendements et supports de culture";"France";"sans objet";"Annuelle";"Indice"
"010776936";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Autres engrais";"France";"sans objet";"Annuelle";"Indice"
"010776937";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais organo-minéraux et de synthèse organique";"France";"sans objet";"Annuelle";"Indice"
"010776938";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Engrais organique d’origine entièrement végétale ou animale";"France";"sans objet";"Annuelle";"Indice"
"010776939";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Oligoéléments";"France";"sans objet";"Annuelle";"Indice"
"010776940";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Amendements";"France";"sans objet";"Annuelle";"Indice"
"010776941";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Amendements minéraux basiques";"France";"sans objet";"Annuelle";"Indice"
"010776942";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Amendements calcaires pulvérisés, grossiers, marne, maêrl grossier, dolomie grossière et fine, calco-magnésiens";"France";"sans objet";"Annuelle";"Indice"
"010776943";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Chaux calcique et chaux magnésienne";"France";"sans objet";"Annuelle";"Indice"
"010776944";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Autres amendements minéraux basiques (mixtes calciques, magnésiens, écumes de sucrerie)";"France";"sans objet";"Annuelle";"Indice"
"010776945";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Amendements organiques (fumier, compost, autres amendements organiques)";"France";"sans objet";"Annuelle";"Indice"
"010776946";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Supports de culture (tourbe, terreau, terre de bruyère, écorces, fibres de bois, terreau, terre de bruyere et autres)";"France";"sans objet";"Annuelle";"Indice"
"010776947";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Produits bio-stimulants";"France";"sans objet";"Annuelle";"Indice"
"010776948";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Produits de protection des cultures";"France";"sans objet";"Annuelle";"Indice"
"010776949";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Fongicides";"France";"sans objet";"Annuelle";"Indice"
"010776950";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Fongicides sur cultures annuelles";"France";"sans objet";"Annuelle";"Indice"
"010776951";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Fongicides grandes cultures (céréales, cultures fourragères, plantes industrielles)";"France";"sans objet";"Annuelle";"Indice"
"010776952";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Fongicides betteraves industrielles et sucrières";"France";"sans objet";"Annuelle";"Indice"
"010776953";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Fongicides pommes de terre";"France";"sans objet";"Annuelle";"Indice"
"010776954";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Fongicides oléagineux";"France";"sans objet";"Annuelle";"Indice"
"010776955";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Fongicides autres cultures annuelles (protéagineux, riz, …)";"France";"sans objet";"Annuelle";"Indice"
"010776956";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Fongicides sur cultures pérennes";"France";"sans objet";"Annuelle";"Indice"
"010776957";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Fongicides vigne";"France";"sans objet";"Annuelle";"Indice"
"010776958";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Fongicides cultures fruitières";"France";"sans objet";"Annuelle";"Indice"
"010776959";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Fongicides pour produits tropicaux";"France";"sans objet";"Annuelle";"Indice"
"010776960";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Fongicides sur autres cultures (légumières, horticulture, ornementale, racines et tubercules)";"France";"sans objet";"Annuelle";"Indice"
"010776961";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Herbicides";"France";"sans objet";"Annuelle";"Indice"
"010776962";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Herbicides sur cultures annuelles";"France";"sans objet";"Annuelle";"Indice"
"010776963";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Herbicides céréales (hors maïs)";"France";"sans objet";"Annuelle";"Indice"
"010776964";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Herbicides maïs";"France";"sans objet";"Annuelle";"Indice"
"010776965";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Herbicides betteraves industrielles net sucrières";"France";"sans objet";"Annuelle";"Indice"
"010776966";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Herbicides pommes de terre";"France";"sans objet";"Annuelle";"Indice"
"010776967";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Herbicides oléagineux";"France";"sans objet";"Annuelle";"Indice"
"010776968";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Herbicides protéagineux";"France";"sans objet";"Annuelle";"Indice"
"010776969";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Herbicides cultures (fourragères, plantes industrielles : lin, chanvre et autres ; riz)";"France";"sans objet";"Annuelle";"Indice"
"010776970";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Herbicides sur cultures pérennes";"France";"sans objet";"Annuelle";"Indice"
"010776971";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Herbicides vigne";"France";"sans objet";"Annuelle";"Indice"
"010776972";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Herbicides cultures fruitières";"France";"sans objet";"Annuelle";"Indice"
"010776973";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Herbicides produits tropicaux";"France";"sans objet";"Annuelle";"Indice"
"010776974";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Herbicides sur les autres cultures (légumières, horticulture, ornementale, racines, tubercules et jachères)";"France";"sans objet";"Annuelle";"Indice"
"010776975";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Insecticides";"France";"sans objet";"Annuelle";"Indice"
"010776976";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Insecticides sur cultures annuelles";"France";"sans objet";"Annuelle";"Indice"
"010776977";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Insecticides céréales (hors maïs)";"France";"sans objet";"Annuelle";"Indice"
"010776978";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Insecticides maïs";"France";"sans objet";"Annuelle";"Indice"
"010776979";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Insecticides betteraves industrielles";"France";"sans objet";"Annuelle";"Indice"
"010776980";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Insecticides pommes de terre";"France";"sans objet";"Annuelle";"Indice"
"010776981";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Insecticides oléagineux";"France";"sans objet";"Annuelle";"Indice"
"010776982";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Insecticides sur autres cultures annuelles (protéagineux, cultures fourragères, plantes industrielles, riz, …)";"France";"sans objet";"Annuelle";"Indice"
"010776983";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Insecticides sur cultures pérennes";"France";"sans objet";"Annuelle";"Indice"
"010776984";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Insecticides vigne";"France";"sans objet";"Annuelle";"Indice"
"010776985";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Insecticides cultures fruitières (y compris produits tropicaux)";"France";"sans objet";"Annuelle";"Indice"
"010776986";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Insecticides autres cultures : cultures légumières, horticulture ornementale, racines et tubercules (igname, patate douce, manioc, dachine, …) jachères";"France";"sans objet";"Annuelle";"Indice"
"010776987";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Autres produits divers";"France";"sans objet";"Annuelle";"Indice"
"010776988";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Traitement des semences";"France";"sans objet";"Annuelle";"Indice"
"010776989";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Régulateurs de croissance";"France";"sans objet";"Annuelle";"Indice"
"010776990";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Régulateurs de croissance céréales à paille";"France";"sans objet";"Annuelle";"Indice"
"010776991";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Régulateurs de croissance autres cultures";"France";"sans objet";"Annuelle";"Indice"
"010776992";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Autres produits divers (anti-limaces, adjuvants, …)";"France";"sans objet";"Annuelle";"Indice"
"010776993";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Produits bio-contrôles";"France";"sans objet";"Annuelle";"Indice"
"010776994";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Produits bio-contrôle pour cultures annuelles (céréales, betteraves, pommes de terre, oléagineux, cultures fourragères, plantes industriels (lin, chanve, ,,,)";"France";"sans objet";"Annuelle";"Indice"
"010776995";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Produits bio-contrôle pour cultures pérennes : vigne, cultures fruitières, ananas, bananes, canne à sucre";"France";"sans objet";"Annuelle";"Indice"
"010776996";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Produits bio-contrôle pour autres cultures annuelles : cultures légumières, horticulture ornementale, racines et tubercules (igname, patate douce, manioc, dachine, …)";"France";"sans objet";"Annuelle";"Indice"
"010776997";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Produits biocides (lutte contre les nuisibles, rodenticides, insecticides, répulsifs)";"France";"sans objet";"Annuelle";"Indice"
"010776998";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments des animaux";"France";"sans objet";"Annuelle";"Indice"
"010776999";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Matières premières pour animaux";"France";"sans objet";"Annuelle";"Indice"
"010777000";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments céréales et sous-produits";"France";"sans objet";"Annuelle";"Indice"
"010777001";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments céréales";"France";"sans objet";"Annuelle";"Indice"
"010777002";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments : maïs";"France";"sans objet";"Annuelle";"Indice"
"010777003";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments : orge";"France";"sans objet";"Annuelle";"Indice"
"010777004";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments : blé tendre";"France";"sans objet";"Annuelle";"Indice"
"010777005";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments : autres céréales  (Triticale, avoine, seigle, sorgho)";"France";"sans objet";"Annuelle";"Indice"
"010777006";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments : sous-produits issus de céréales – (son ou hors blé)";"France";"sans objet";"Annuelle";"Indice"
"010777007";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Tourteaux";"France";"sans objet";"Annuelle";"Indice"
"010777008";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Tourteaux de soja";"France";"sans objet";"Annuelle";"Indice"
"010777009";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Autres tourteaux";"France";"sans objet";"Annuelle";"Indice"
"010777010";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Autres matières premières aliments pour animaux, compléments de nutrition animale";"France";"sans objet";"Annuelle";"Indice"
"010777011";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Autres matières premières aliments pour animaux";"France";"sans objet";"Annuelle";"Indice"
"010777012";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments : luzerne déshydratée";"France";"sans objet";"Annuelle";"Indice"
"010777013";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments : pulpes de betterave";"France";"sans objet";"Annuelle";"Indice"
"010777014";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments : autres (mélasses, foin, paille)";"France";"sans objet";"Annuelle";"Indice"
"010777015";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Compléments de nutrition animale";"France";"sans objet";"Annuelle";"Indice"
"010777016";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments minéraux et liquides";"France";"sans objet";"Annuelle";"Indice"
"010777017";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Suppléments nutritionnels";"France";"sans objet";"Annuelle";"Indice"
"010777018";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments composés";"France";"sans objet";"Annuelle";"Indice"
"010777019";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour veaux";"France";"sans objet";"Annuelle";"Indice"
"010777020";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments d'allaitement pour veaux";"France";"sans objet";"Annuelle";"Indice"
"010777021";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Autres aliments pour veaux avant sevrage (yc aliments broutards), mash";"France";"sans objet";"Annuelle";"Indice"
"010777022";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour gros bovins";"France";"sans objet";"Annuelle";"Indice"
"010777023";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour bovins à l'engrais MAT <= 20%";"France";"sans objet";"Annuelle";"Indice"
"010777024";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour bovins à l'engrais MAT > 20%";"France";"sans objet";"Annuelle";"Indice"
"010777025";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour vaches laitières MAT <= 20%";"France";"sans objet";"Annuelle";"Indice"
"010777026";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour vaches laitières 20% < MAT < 35%";"France";"sans objet";"Annuelle";"Indice"
"010777027";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour vaches laitières MAT >= 35%";"France";"sans objet";"Annuelle";"Indice"
"010777028";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Mash";"France";"sans objet";"Annuelle";"Indice"
"010777029";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour porcins";"France";"sans objet";"Annuelle";"Indice"
"010777030";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour porcelets 1er âge";"France";"sans objet";"Annuelle";"Indice"
"010777031";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour porcelets 2ème âge";"France";"sans objet";"Annuelle";"Indice"
"010777032";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour porcs engraissement croissance";"France";"sans objet";"Annuelle";"Indice"
"010777033";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour porcs engraissement, finition";"France";"sans objet";"Annuelle";"Indice"
"010777034";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour porc engraissement, unique";"France";"sans objet";"Annuelle";"Indice"
"010777035";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour porcs engraissement, complémentaires";"France";"sans objet";"Annuelle";"Indice"
"010777036";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour truies gestantes, nourrices ou uniques";"France";"sans objet";"Annuelle";"Indice"
"010777037";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour volailles";"France";"sans objet";"Annuelle";"Indice"
"010777038";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour gallus";"France";"sans objet";"Annuelle";"Indice"
"010777039";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour poussins démarrage";"France";"sans objet";"Annuelle";"Indice"
"010777040";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour poulets de chair croissance";"France";"sans objet";"Annuelle";"Indice"
"010777041";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour poulets chair finition standard";"France";"sans objet";"Annuelle";"Indice"
"010777042";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour poulet  finition label";"France";"sans objet";"Annuelle";"Indice"
"010777043";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour poulettes ponte";"France";"sans objet";"Annuelle";"Indice"
"010777044";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour pondeuses au sol";"France";"sans objet";"Annuelle";"Indice"
"010777045";"31/07/2026 12:00";"1";"2020";"Indice des prix d'achat des moyens de production agricole (IPAMPA)";"Non corrigé";"non";"0";"Aliments pour pondeuses en batterie";"France";"sans objet";"Annuelle";"Indice"
